cd_from,cd_to,relationship,iou,from_fraction,to_fraction,overlap_sqm
CD_NT_The_Territories,CD_ON_Peterborough,OVERLAPS,0.0004,0.0004,0.5098,3073862671.32
CD_NT_The_Territories,CD_ON_Lennox_and_Addington_,OVERLAPS,0.0001,0.0001,0.3848,1197245716.27
CD_NT_The_Territories,CD_ON_Hastings,OVERLAPS,0.0003,0.0003,0.4202,2667392668.63
CD_NT_The_Territories,CD_ON_Frontenac,OVERLAPS,0.0002,0.0002,0.3118,1359652765.48
CD_NT_The_Territories,CD_ON_Renfrew,OVERLAPS,0.0004,0.0004,0.5451,3679944639.34
CD_NT_The_Territories,CD_ON_Simcoe,OVERLAPS,0.0003,0.0003,0.3275,2698200334.99
CD_NT_The_Territories,CD_ON_Victoria,OVERLAPS,0.0004,0.0004,0.6392,3749671552.81
CD_ON_Carleton,CD_ON_Ottawa,OVERLAPS,0.0015,0.0015,0.314,3753869.01
CD_ON_Frontenac,CD_ON_Kingston,OVERLAPS,0.0008,0.0008,0.249,2599142.96
CD_ON_Frontenac,CD_ON_Lennox_and_Addington_,OVERLAPS,0.0482,0.0893,0.0946,294447197.21
CD_ON_Frontenac,CD_ON_Frontenac,OVERLAPS,0.6443,0.9099,0.6882,3001218753.79
CD_ON_Grey,CD_ON_Bruce,OVERLAPS,0.1628,0.232,0.353,1533331644.78
"CD_ON_Kingston,_City",CD_ON_Frontenac,OVERLAPS,0.0,0.0124,0.0,98729.2
CD_ON_Middlesex,CD_ON_London,OVERLAPS,0.0011,0.0011,0.3615,3293030.54
CD_ON_Ontario,CD_ON_York,OVERLAPS,0.0651,0.121,0.1235,346984785.05
"CD_ON_Toronto,_City",CD_ON_York,OVERLAPS,0.0001,0.0092,0.0001,190832.18
CD_ON_York,CD_ON_Toronto,OVERLAPS,0.001,0.0011,0.1124,2595957.55
CD_QC_Beauharnois,CD_QC_Chateauguay,OVERLAPS,0.2894,0.3032,0.8636,601209748.81
CD_QC_Bellechasse,CD_QC_Dorchester,OVERLAPS,0.1838,0.3089,0.3122,789156925.82
CD_QC_Bellechasse,CD_QC_Montmagny,OVERLAPS,0.0232,0.0375,0.057,95913922.14
CD_QC_Berthier,CD_QC_Montcalm,OVERLAPS,0.0011,0.0022,0.0022,7004285.73
